RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
30,0,1048775,3876102,2847450,524047,3257724,2791589,2,50989.26,62211658,
30,1,443,437.439,1.279,,,,,,,
30,2,6246,6813.108,824.464,,,,,,,
30,3,4242,5274.857,44.590,16,119.780,10.990,,,,
30,4,3533,4272.058,7.409,,,,,,,
