RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2
100,0,104758,80342.26,6602.534,,,,,,,6472.288,,,
100,1,1151,1543.238,4.081,,,,,,,,,,
100,2,234,442.002,5.230,,,,,,,,,,
100,3,993,1255.291,2.603,,,,,,,,,,
100,4,583,768.861,4.549,,,,,,,,,,
90,0,141394,250088.8,127537.3,8275,130988.1,681.659,1,27786.86,0.000,18429.91,33880,1241.422,774.178
90,1,1233,1493.878,1.844,,,,,,,,,,
90,2,306,950.536,18.111,30,441.342,12.716,,,,,30,1.004,0.000
90,3,1695,2113.346,2.708,,,,,,,,,,
90,4,1175,1544.551,2.629,,,,,,,,,,
80,0,175765,291946.8,194623.0,7643,121667.8,717.749,3,80539.89,2849370,41270.25,68127,2221.408,21.979
80,1,1630,2019.161,2.147,,,,,,,,,,
80,2,712,1035.121,1.081,,,,,,,,,,
80,3,3860,4562.086,64.332,28,403.442,7.437,,,,,29,0.933,0.000
80,4,2094,2690.096,69.466,,,,,,,,,,
70,0,180521,260424.2,445524.4,4618,73751.94,188.284,4,141524.9,177512213,52730.37,72875,2331.317,43.354
70,1,1674,2070.068,1.951,,,,,,,,,,
70,2,327,459.796,2.851,,,,,,,,,,
70,3,2016,2426.127,1.174,,,,,,,,,,
70,4,1794,2246.808,1.987,,,,,,,,,,
60,0,180415,245435.3,345441.9,3339,48491.12,41.198,6,137199.9,66993204,57846.29,72954,2434.669,221.966
60,1,1098,1326.106,1.833,,,,,,,,,,
60,2,451,757.939,1.276,,,,,,,,,,
60,3,1638,1973.502,1.991,,,,,,,,,,
60,4,4111,4621.449,33.165,,,,,,,,,,
50,0,203246,302780.6,244368.8,5637,88490.15,737.175,5,142110.4,40224015,58651.11,84509,3003.772,58.223
50,1,1563,2052.973,2.198,,,,,,,,,,
50,2,787,1068.046,1.426,,,,,,,,,,
50,3,2597,3173.262,4.360,,,,,,,,,,
50,4,807,1054.674,2.205,,,,,,,,,,
40,0,430347,856675.8,1795704,26518,427724.6,10375.93,7,117768.5,10772496,121877.3,214995,13993.83,34868.24
40,1,1419,1733.018,2.692,,,,,,,,,,
40,2,294,551.758,1.137,,,,,,,,,,
40,3,4485,4953.462,55.441,,,,,,,,,,
40,4,2480,3299.928,4.858,,,,,,,,,,
30,0,1305335,1617566,1465308,17298,286419.8,5204.054,19,280681.7,54309580,474530.3,678307,22836.82,5352.651
30,1,2516,3150.546,6.816,8,117.750,2.186,,,,,9,0.344,0.000
30,2,496,954.932,3.409,,,,,,,,,,
30,3,2318,3077.428,13.981,,,,,,,,,,
30,4,758,1239.289,6.846,16,228.062,2.074,,,,,16,0.545,0.000
20,0,1341000,1904306,4286786,33563,532548.9,41990.22,6,98736.15,5538060,482885.0,702377,23823.05,7657.965
20,1,2696,3255.331,3.828,,,,,,,,,,
20,2,536,882.634,0.922,,,,,,,,,,
20,3,3128,4092.092,17.171,,,,,,,,,,
20,4,1746,2414.699,3.533,16,226.959,1.368,,,,,16,0.552,0.000
10,0,2663895,3306905,641267.5,39833,600000.0,24055.26,6,111072.3,10612786,951831.1,1508200,52511.43,18824.39
10,1,288,642.476,12.349,16,226.532,1.779,,,,,16,0.513,0.000
10,2,1082,1771.849,3.636,,,,,,,,,,
10,3,6487,9169.430,23.120,,,,,,,,,,
10,4,3956,5052.279,13.118,,,,,,,,,,
5,0,2664950,3407974,304669.7,36677,520522.6,19871.77,7,95140.42,1239219,1096840,1509156,51108.29,43795.43
5,1,7918,8345.341,314.548,,,,,,,,,,
5,2,1938,2840.699,2.874,,,,,,,,,,
5,3,7136,9889.368,25.350,,,,,,,,,,
5,4,4008,5079.109,13.339,8,120.180,3.429,,,,,9,0.366,0.000
