RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.46,0.13,0:03.60,0,100590,0,0
90,3.59,0.29,0:03.89,3241,144936,51290,45057
80,3.56,0.39,0:03.96,2629,157173,66293,53710
70,3.56,0.44,0:04.01,2203,164241,70646,62704
60,3.56,0.40,0:03.97,974,167305,70749,69011
50,3.59,0.54,0:04.14,4425,204658,91345,77661
40,4.08,2.00,0:06.10,25856,1220773,614412,301011
30,4.04,2.11,0:06.19,135,1382342,708961,768936
20,4.22,1.91,0:06.19,31,1382481,709238,776264
10,4.04,2.95,0:07.03,40347,1434059,742312,819140
5,4.31,3.38,0:07.74,41959,1865841,821752,1190880
