RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.16,0.13,0:04.29,0,100590,0,0
90,4.25,0.43,0:04.73,825,111368,178674,168671
80,4.24,0.55,0:04.84,3898,116347,236655,216656
70,4.29,0.69,0:05.07,4322,120997,295371,260162
60,4.31,0.82,0:05.19,5506,121017,318469,300520
50,4.35,1.32,0:05.76,30423,155505,423616,409432
40,4.73,3.39,0:08.81,21238,648319,1921323,1977544
30,4.96,3.72,0:11.50,550,1036873,2772635,2993773
20,5.08,3.54,0:11.51,33,1050288,2815220,3035270
10,4.94,4.67,0:11.61,12596,975665,2834099,3023346
5,5.19,8.64,0:17.73,61693,1451538,3286917,4841057
