RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.74,0.11,0:02.11,0,100521,0,0
90,4.02,0.56,0:02.49,36682,105300,50290,39879
80,3.96,0.77,0:02.57,49259,103277,68924,53685
70,4.00,0.81,0:02.64,59489,107424,74275,65668
60,3.95,0.85,0:02.63,63913,104423,72421,70653
50,4.25,1.18,0:02.96,89683,160983,114374,109576
40,4.85,3.77,0:04.84,175510,909637,551632,493426
30,5.14,4.85,0:05.72,243901,1067908,671982,742669
20,4.46,5.55,0:05.87,258208,1122506,707894,793710
10,4.85,5.36,0:05.98,267827,1114938,709709,798705
5,5.09,5.70,0:06.32,280146,1123483,721165,805472
