RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.55,0.83,0:03.41,83,525420,141089,11311
90,2.99,4.90,0:10.13,48861,737704,1708083,1398859
80,2.90,5.71,0:10.86,48930,737635,1989565,1412582
70,3.09,6.19,0:11.55,48912,737665,2271453,1416716
60,3.30,10.83,0:16.63,93737,903711,3403095,2530883
50,3.40,12.53,0:18.57,103844,944885,4224850,2815666
40,3.59,12.89,0:19.17,104724,944009,4505457,2830144
30,3.63,13.60,0:19.89,104593,944135,4787595,2834202
20,3.70,14.22,0:20.62,104265,944463,5063040,2838400
10,3.72,14.90,0:21.27,103268,945465,5352997,2842987
5,3.92,15.08,0:21.69,103922,944806,5479700,2844972
