RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.63,0.77,0:06.41,188,678582,1466,546
90,5.63,0.85,0:06.49,30,689368,53874,13454
80,5.67,0.98,0:06.65,521,692525,148990,15744
70,5.69,1.26,0:06.96,2216,713025,204776,29645
60,5.67,1.80,0:07.48,17104,763445,306142,75738
50,5.82,1.98,0:07.81,10506,876407,370276,138485
40,5.84,2.59,0:08.44,12729,1013013,495492,300909
30,5.83,3.02,0:08.88,17628,1153466,561426,463602
20,6.01,2.94,0:09.00,4610,1255375,669686,578027
10,6.37,2.90,0:09.34,2485,1369418,717821,728344
5,6.92,3.14,0:10.14,4520,1435158,768708,795554
