RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.87,0.11,0:04.00,0,104853,-9,0
90,3.86,0.55,0:04.42,21528,119897,-9,25241
80,3.77,1.08,0:04.85,48707,125046,-39620,54322
70,3.79,1.25,0:05.05,63025,117797,-113883,70016
60,3.78,1.41,0:05.20,73802,122922,-188673,81503
50,3.86,1.46,0:05.33,76697,135425,-271947,85314
40,4.04,2.95,0:07.10,126162,650175,-363451,262524
30,4.42,4.98,0:09.75,218002,1087523,-746864,721764
20,4.18,5.50,0:10.04,231125,1109361,-1412486,754186
10,4.50,10.46,0:15.87,447627,2163463,-2101359,1316638
5,4.54,10.80,0:16.52,458333,2205773,-3365162,1631376
