RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.63,0.77,0:06.41,185,678580,1464,547
90,5.63,0.84,0:06.47,32,689366,54404,13472
80,5.70,0.92,0:06.62,488,691778,146951,15534
70,5.69,1.24,0:06.94,2327,711552,201725,29008
60,5.77,1.70,0:07.48,16948,763182,307323,75730
50,5.87,1.95,0:07.83,9904,879311,365891,139265
40,5.79,2.65,0:08.46,12879,1009507,495275,300268
30,5.91,2.92,0:08.86,17379,1156949,561362,463032
20,6.08,2.90,0:09.03,4915,1255198,670282,577957
10,6.30,2.94,0:09.31,2926,1369803,710945,727710
5,6.99,3.06,0:10.12,4691,1434347,768240,795592
