RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.57,0.84,0:06.42,29,678176,887,626
90,5.64,0.82,0:06.47,32,689366,38620,11511
80,5.62,0.89,0:06.52,26,689375,81823,11344
70,5.67,0.98,0:06.66,75,700470,157251,24699
60,5.75,1.40,0:07.16,21695,741763,244136,82899
50,5.89,1.50,0:07.41,11720,833641,345824,164111
40,6.01,1.74,0:07.79,12115,974209,447030,300728
30,6.03,2.24,0:08.39,23613,1139704,560480,498417
20,6.05,2.26,0:08.51,2443,1224403,657042,584205
10,6.18,2.62,0:08.95,4634,1370924,713510,740329
5,6.93,2.75,0:09.81,5367,1444419,771063,811488
