RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2
100,0,99436,63738.35,14018.65,,,,,,,,,,
100,1,1573,1687.272,29.864,,,,,,,,,,
100,2,97,215.114,3.489,,,,,,,,,,
100,3,961,1086.543,0.684,,,,,,,,,,
100,4,601,764.737,2.417,,,,,,,,,,
90,0,116322,255683.6,251526.6,14740,178134.8,7949.895,1,17965.42,0.000,,16786,726.300,52.779
90,1,26291,271957.6,14279.05,22455,251828.1,21691.95,,,,,24937,1562.334,562.686
90,2,182,373.712,2.124,,,,,,,,,,
90,3,2289,2708.096,48.486,1,15.956,0.000,,,,,1,0.063,0.000
90,4,1061,1526.765,1.880,,,,,,,,,,
80,0,122673,326360.8,179035.9,21222,242258.3,13261.45,2,40737.57,11366478,,23261,1111.548,74.265
80,1,30110,297974.1,248286.4,24711,268689.3,71358.72,,,,,29320,6617.352,12467.20
80,2,751,976.998,2.157,,,,,,,,,,
80,3,1173,1431.927,0.996,1,17.396,0.000,,,,,1,0.063,0.000
80,4,535,654.893,2.266,1,10.900,0.000,,,,,2,0.048,0.001
70,0,132326,366565.0,139391.0,28158,275056.8,18568.62,3,62262.71,13346315,,29964,2194.454,7487.464
70,1,35577,334556.9,27454.15,31948,308773.2,21685.29,,,,,32996,2064.896,1258.380
70,2,506,683.117,0.751,,,,,,,,,,
70,3,1423,2029.206,4.228,,,,,,,,,,
70,4,670,897.499,3.034,,,,,,,,,,
60,0,129811,361514.2,295635.5,29482,268680.1,30545.55,4,71277.31,7961391,,30228,1387.622,194.715
60,1,40217,345920.4,34489.69,35406,313505.1,15904.15,,,,,36723,2291.360,158.551
60,2,386,636.170,3.796,,,,,,,,,,
60,3,1823,2213.116,1.017,1,32.317,0.000,,,,,1,0.063,0.000
60,4,1532,1965.272,2.667,,,,,,,,,,
50,0,166826,501744.9,222535.0,41769,383298.5,91834.71,5,72022.80,5579024,,49586,5132.636,1996.686
50,1,90929,508884.4,2223951,47659,434733.1,30269.75,,,,,66713,17479.56,11357.93
50,2,512,817.343,1.256,,,,,,,,,,
50,3,2661,3013.265,19.429,1,12.230,0.000,,,,,1,0.056,0.000
50,4,1396,1841.561,1.433,1,25.673,0.000,,,,,2,0.063,0.001
40,0,571398,1963361,10579705,84513,1239041,288644.8,3,61837.70,1452440,,310534,355397.3,5362721
40,1,469193,1700102,5006977,72629,1075956,1334289,,,,,305184,324922.9,3392003
40,2,433,770.559,2.682,,,,,,,,,,
40,3,110,181.332,0.608,,,,,,,,,,
40,4,3170,4500.188,15.645,,,,,,,,,,
30,0,714462,2747732,4843752,124689,1730008,516119.6,5,64522.02,4551703,,428179,526303.2,2049110
30,1,596883,2687892,6336938,121478,1727642,518691.8,,,,,413872,558906.1,1983404
30,2,518,919.579,2.255,,,,,,,,,,
30,3,1037,1474.113,4.515,1,41.150,0.000,,,,,1,0.060,0.000
30,4,125,162.644,2.601,,,,,,,,,,
20,0,750388,3145517,907890.5,141530,1985701,827522.6,4,79102.22,5745491,,461149,646027.1,4609686
20,1,629857,2705675,6547984,112981,1679311,426215.7,,,,,432255,597815.1,1110942
20,2,635,1052.118,2.304,1,10.671,0.000,,,,,10,5.417,2.408
20,3,2827,3949.626,4.687,1,17.184,0.000,,,,,2,0.196,0.000
20,4,2058,2687.055,2.577,,,,,,,,,,
10,0,752980,3167131,448448.0,144196,1946222,6065030,6,68682.76,1839174,,461739,689739.3,24616438
10,1,629967,2900956,4419127,123145,1780907,586677.9,,,,,436995,681996.9,4480551
10,2,848,1349.946,3.756,,,,,,,,,,
10,3,3399,4961.284,8.288,2,55.555,120.916,,,,,2,0.120,0.000
10,4,3283,4082.733,9.055,,,,,,,,,,
5,0,760945,3199424,873695.2,143437,1931691,2087125,30,70907.52,322486.9,,472493,729480.8,6312916
5,1,636676,2929649,12143640,119529,1723250,878566.5,,,,,449460,749384.1,115894087
5,2,973,1533.513,3.543,,,,,,,,,,
5,3,4050,5942.066,9.077,2,55.710,14.764,,,,,2,0.128,0.000
5,4,3798,4972.198,148.318,4,42.211,7.140,,,,,8,0.344,0.000
