RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.10,0.19,0:03.90,0,101094,0,0
90,7.37,0.54,0:04.22,40739,112273,60361,41523
80,7.27,0.62,0:04.26,48070,114502,66763,48918
70,7.06,0.69,0:04.17,57328,114715,69497,58407
60,7.04,0.82,0:04.23,64210,147996,88026,65991
50,7.44,0.88,0:04.45,70800,247609,142950,89994
40,8.53,2.55,0:05.87,168579,787480,450827,469141
30,8.20,3.14,0:06.09,205084,871043,522398,572049
20,8.19,3.33,0:06.21,228143,875668,534869,597401
10,8.05,3.54,0:06.27,236106,869633,536728,601329
5,9.44,3.47,0:06.93,245417,903185,560239,620534
