RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.93,0.10,0:04.04,0,104761,0,0
90,3.85,0.23,0:04.09,5148,121510,26617,16938
80,3.82,0.30,0:04.12,4182,156705,63316,54675
70,3.76,0.35,0:04.12,4910,172474,74487,72912
60,3.65,0.40,0:04.06,3750,178164,75407,78297
50,3.82,0.44,0:04.27,15594,196232,91491,91554
40,3.95,1.30,0:05.27,69367,429990,238998,228943
30,4.25,1.99,0:06.26,18978,1271600,651108,673151
20,4.31,2.21,0:06.53,32878,1294741,681990,742458
10,4.62,4.03,0:08.69,37502,2626540,1281462,1547625
5,4.76,3.91,0:08.71,36709,2629289,1282972,1613563
