RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.66,0.10,0:03.77,0,104760,0,0
90,3.62,0.30,0:03.93,14305,112096,26291,16656
80,3.61,0.69,0:04.32,50961,116732,78387,56700
70,3.60,0.85,0:04.45,66631,113732,76124,73553
60,3.59,0.92,0:04.52,74808,118048,81262,82168
50,3.70,1.04,0:04.75,88620,155470,108743,103814
40,3.95,2.13,0:06.30,127663,583576,356278,328839
30,4.26,3.69,0:08.43,221472,1073201,656365,714225
20,4.30,3.96,0:08.74,232725,1113267,690428,762886
10,4.65,7.75,0:13.86,457246,2154661,1268812,1501790
5,4.79,7.75,0:13.96,455194,2210509,1283078,1631216
