RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,6.84,0.19,0:07.04,11,101175,1186,48
90,6.85,0.29,0:07.16,1142,110345,52332,41671
80,6.64,0.36,0:07.01,1075,112260,61568,49541
70,6.52,0.35,0:06.88,558,109180,66825,58829
60,6.79,0.37,0:07.16,467,108089,68173,65610
50,7.03,0.50,0:07.54,4467,205363,119506,73844
40,7.41,1.38,0:08.80,12148,544921,504046,464014
30,7.16,1.48,0:08.65,28,532955,535658,580184
20,7.11,1.47,0:08.59,38,533062,535767,585187
10,7.19,1.78,0:08.98,22219,577202,559412,607676
5,7.35,2.50,0:09.86,27348,654184,628905,1083239
