RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.49,0.10,0:03.59,0,100590,0,0
90,3.59,0.20,0:03.79,2194,151038,57653,44193
80,3.51,0.28,0:03.79,853,159143,68923,51532
70,3.56,0.26,0:03.82,1284,165593,70643,62665
60,3.50,0.33,0:03.83,1005,167621,70751,69083
50,3.64,0.29,0:03.94,1049,207574,92293,74305
40,3.97,1.75,0:05.72,14256,1239770,623275,466366
30,3.89,2.09,0:05.98,84,1382116,708678,770395
20,3.88,2.12,0:06.01,39,1382747,709394,777394
10,4.06,2.47,0:06.54,47599,1441955,744216,828384
5,4.41,3.08,0:07.51,75862,1835467,824017,1231428
