RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2
100,0,100592,83693.86,1805.464,,,,,,,6283.322,,,,100592,14686.89,1229.584
100,1,1556,2123.516,2.958,,,,,,,,,,,1556,54.593,0.000
100,2,1273,1747.932,3.192,,,,,,,,,,,1273,43.800,0.000
100,3,806,1094.353,2.092,,,,,,,,,,,806,34.865,0.025
100,4,747,1023.248,1.716,,,,,,,,,,,747,28.669,0.000
90,0,153440,182159.1,122502.9,2194,14725.79,23.280,2,16661.89,2437726,37974.51,52637,1797.784,148.692,153440,51457.84,109965.1
90,1,1108,1570.648,2.261,,,,,,,,,,,1108,41.386,0.000
90,2,390,496.614,2.394,,,,,,,,,,,390,13.598,0.000
90,3,993,1385.766,3.407,,,,,,,,,,,993,38.139,0.000
90,4,652,1094.869,5.731,19,121.247,0.827,,,,,19,0.698,0.000,652,24.325,0.000
80,0,159921,186434.5,171219.5,853,5921.343,2.261,4,30439.89,3979846,43525.39,59397,1951.735,35.868,159921,57741.10,161107.4
80,1,864,1165.064,2.377,8,55.941,2.283,,,,,9,0.412,0.000,864,31.237,0.000
80,2,996,1337.049,2.750,,,,,,,,,,,996,34.428,0.000
80,3,838,990.660,1.971,,,,,,,,,,,838,29.989,0.000
80,4,559,731.576,1.434,,,,,,,,,,,559,20.370,0.000
70,0,166879,202717.7,117756.5,1284,9086.616,2.141,5,36606.54,5119759,49171.08,66279,2137.049,16.666,166879,63957.09,105762.2
70,1,1658,2302.949,2.754,8,76.018,26.143,,,,,8,0.301,0.000,1658,58.560,0.000
70,2,1040,1320.631,1.458,,,,,,,,,,,1040,36.206,0.001
70,3,1297,2033.324,4.835,32,254.455,29.668,,,,,32,1.289,0.000,1297,46.994,0.000
70,4,1403,2029.203,3.781,,,,,,,,,,,1403,50.761,0.000
60,0,168670,211967.7,143066.9,1005,6811.070,2.217,6,31358.62,1957800,53977.32,68031,2124.892,17.512,168670,69252.49,131858.9
60,1,2047,3030.722,2.350,16,104.251,2.408,,,,,16,0.551,0.000,2047,70.431,0.000
60,2,1341,2829.232,14.477,,,,,,,,,,,1341,82.289,0.234
60,3,1495,1957.559,1.363,,,,,,,,,,,1495,51.878,0.000
60,4,1143,1628.740,3.025,8,67.422,16.209,,,,,8,0.304,0.000,1143,41.779,0.000
50,0,208665,251294.8,273599.0,1049,7019.339,2.528,3,16973.78,486067.6,60691.32,88840,2837.112,50.876,208665,79324.94,249246.3
50,1,315,503.978,3.501,16,104.292,2.359,,,,,16,0.557,0.000,315,11.268,0.000
50,2,1508,2177.111,2.708,,,,,,,,,,,1508,70.808,0.186
50,3,1719,2471.137,2.056,,,,,,,,,,,1719,65.363,0.000
50,4,1949,2648.665,1.486,,,,,,,,,,,1949,70.000,0.000
40,0,1253951,1396401,211617532,14256,94194.58,387.619,5,25633.25,129721.5,375535.7,645667,22588.75,6964.874,1253951,492670.1,134801993
40,1,1417,1902.432,2.002,,,,,,,,,,,1417,50.996,0.000
40,2,498,986.266,3.735,,,,,,,,,,,498,18.604,0.002
40,3,782,1078.972,1.915,,,,,,,,,,,782,30.128,0.000
40,4,5355,6569.139,66.065,,,,,,,,,,,5355,352.195,4.057
30,0,1382278,1692800,6336267,84,655.154,6.179,5,24309.21,3140475,567957.2,724532,25619.67,4497.637,1382278,703367.2,5102350
30,1,2498,3472.633,6.615,,,,,,,,,,,2498,103.605,0.298
30,2,1255,2243.822,7.713,,,,,,,,,,,1255,104.732,0.984
30,3,2305,3125.860,12.349,,,,,,,,,,,2305,82.213,0.001
30,4,1687,2242.239,2.308,,,,,,,,,,,1687,61.063,0.000
20,0,1382788,1696629,4018001,39,362.673,16.511,4,21285.85,92016.37,574950.9,725104,24873.70,2430.885,1382788,708320.8,3202088
20,1,396,492.236,0.504,,,,,,,,,,,396,14.025,0.000
20,2,1301,2867.356,9.077,,,,,,,,,,,1301,65.244,0.028
20,3,3283,4532.579,9.353,,,,,,,,,,,3283,115.825,0.000
20,4,3189,4267.755,12.528,,,,,,,,,,,3189,128.343,0.462
10,0,1489479,2102049,281357.8,47599,313139.1,6811.609,6,33544.05,500858.1,579064.5,801323,27589.31,2782.055,1489479,723957.2,5711451
10,1,2939,4434.474,548.250,29,202.471,7.498,,,,,29,1.143,0.000,2939,106.017,0.037
10,2,2390,3850.498,20.571,,,,,,,,,,,2390,89.737,0.020
10,3,3075,4121.589,21.369,,,,,,,,,,,3075,109.273,0.001
10,4,2288,3101.180,12.031,,,,,,,,,,,2288,81.838,0.001
5,0,1911384,2836788,3183183,75862,486268.8,4714.085,7,26811.67,115972.1,812279.8,1185217,40593.15,210400.9,1911384,994425.5,7723834
5,1,1593,2334.420,2.587,,,,,,,,,,,1593,63.372,0.000
5,2,2767,5656.058,21.690,,,,,,,,,,,2767,139.360,0.112
5,3,3514,4757.118,7.386,,,,,,,,,,,3514,160.000,0.444
5,4,2843,3831.826,4.947,,,,,,,,,,,2843,133.391,0.346
