RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.80,0.17,0:02.99,0,101049,0,0
90,7.58,0.66,0:03.11,40227,115001,61010,41041
80,7.77,0.63,0:03.18,48202,123878,70060,49233
70,7.63,0.82,0:03.20,58182,130073,77714,59511
60,7.36,0.94,0:03.13,64897,164425,96500,66506
50,7.66,1.04,0:03.28,69757,241136,138941,86034
40,9.29,2.69,0:04.42,177698,820503,470241,500001
30,8.97,3.22,0:04.54,205550,872031,521087,575555
20,8.50,3.66,0:04.59,232268,870524,535854,597339
10,8.60,3.92,0:04.73,241570,863714,536434,604250
5,10.42,4.15,0:05.46,270866,938542,560935,633154
