RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2,PREFETCH_TIME,SWAP_CACHE_READ_TIME,BUMP_NEXT_FETCH_TIME
30,0,754480,1386694,9563767,14274,97657.56,720.321,22,139261.9,3437447,616482.5,43514,2004.080,31.942,754480,685532.8,8864686,,,
30,1,2698,3692.169,3.968,,,,,,,,,,,2698,109.519,0.203,,,
30,2,2514,4464.898,16.096,,,,,,,,,,,2514,106.956,0.083,,,
30,3,2281,2959.495,9.384,,,,,,,,,,,2281,114.966,1.251,,,
30,4,2153,2896.201,29.562,,,,,,,,,,,2153,108.496,3.065,,,
