RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,105052,0
90,126768,5123
80,161265,4102
70,177979,4935
60,182049,4177
50,212868,15624
40,489760,68341
30,1290706,18743
20,1329085,32676
10,2671743,37650
5,2670584,36739
