RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.77,0.10,0:03.88,0,104760,0,0
90,3.76,0.20,0:03.97,5079,121335,26547,16874
80,3.73,0.27,0:04.01,4056,156852,62929,54695
70,3.66,0.40,0:04.06,4880,172550,74484,72843
60,3.68,0.37,0:04.06,4117,177528,75264,78236
50,3.75,0.47,0:04.24,15571,196601,91670,91527
40,3.99,1.24,0:05.24,68283,419286,233287,224408
30,4.30,1.96,0:06.28,18688,1270327,650380,671920
20,4.33,2.18,0:06.53,32619,1294676,681407,741737
10,4.70,3.94,0:08.68,37606,2626355,1281388,1544898
5,4.69,4.00,0:08.72,36693,2629098,1282850,1613567
