RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.58,0.88,0:06.47,26,678326,1030,663
90,5.58,0.93,0:06.52,32,689362,38637,11426
80,5.68,0.89,0:06.57,26,689370,81016,11314
70,5.78,1.00,0:06.79,62,689751,155699,24212
60,5.73,1.44,0:07.18,21539,694822,244100,83219
50,5.89,1.50,0:07.42,12048,716224,351452,165643
40,6.03,1.66,0:07.75,12347,746244,433963,301609
30,6.08,2.17,0:08.38,25083,794831,560673,505190
20,6.06,2.06,0:08.31,2503,839307,653699,581580
10,6.08,2.45,0:08.69,4704,886092,707643,739530
5,6.91,2.44,0:09.49,5124,909579,770817,806665
