RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
30,0,537689,1076938,1553581,82921,636634.7,7733.972,4,39280.48,26040835,
30,1,417918,1024352,11014344,83340,648288.9,54487.75,1,6388.685,0.000,
30,2,397341,1138766,3115837,84747,673884.5,62791.33,,,,
30,3,1045,1400.655,3.217,1,10.788,0.000,,,,
30,4,1769,2206.000,2.002,,,,,,,
