RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.63,0.79,0:03.45,195,526322,20644,3409
90,2.66,6.08,0:11.62,50748,735822,2049147,1678983
80,2.72,6.72,0:12.33,50888,735682,2382645,1693081
70,2.79,7.48,0:13.14,50657,735915,2729915,1698229
60,2.89,13.23,0:19.43,94265,901565,4350460,3037602
50,2.86,15.37,0:21.73,104990,943734,5072679,3372257
40,2.73,16.28,0:22.47,104796,943932,5413732,3391549
30,2.94,16.83,0:23.25,105134,943599,5751849,3396785
20,2.87,17.33,0:23.72,105015,943713,6069147,3402962
10,2.85,176.07,2:59.46,145536,903046,6278032,3667363
5,3.06,108.25,1:51.79,289402,759336,5313143,3891230
