RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.49,0.11,0:03.60,0,100590,0,0
90,3.53,0.88,0:04.41,43010,109583,64097,46671
80,3.49,1.07,0:04.56,50376,115035,72644,55079
70,3.50,1.22,0:04.73,59731,123515,79695,64634
60,3.48,1.28,0:04.77,63049,110973,73872,70274
50,3.60,1.43,0:05.04,72833,157901,103005,85079
40,3.80,4.27,0:08.31,161843,1099847,643892,466119
30,3.77,5.81,0:09.99,243108,1139362,709164,774976
20,3.71,6.03,0:10.14,257645,1124855,709255,778640
10,3.97,6.17,0:10.59,264614,1248080,744250,860349
5,4.10,7.59,0:12.33,322423,1569445,814721,1230851
