RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.29,2.04,0:06.34,0,1446068,0,0
90,4.46,1.98,0:06.45,3324,1448808,115610,5242
80,4.55,2.05,0:06.62,3324,1448813,227429,6884
70,4.57,3.22,0:07.87,57997,1541048,494558,152292
60,4.76,5.46,0:10.42,172735,1892015,1001705,513309
50,4.97,8.22,0:13.59,270466,2437748,1462253,1228593
40,5.37,19.80,0:27.45,400233,5821588,4528145,4482031
30,5.52,23.63,0:32.06,290597,6962209,5044089,7143641
20,5.39,25.75,0:34.54,168598,7759268,5291681,8706886
10,5.11,28.37,0:37.42,25074,8764109,5323190,10353054
5,5.43,29.30,0:38.74,65550,8971258,5331295,10826710
