RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.94,0.13,0:01.61,0,100476,0,0
90,4.10,0.30,0:01.77,1320,140556,44742,41903
80,4.18,0.33,0:01.82,1989,151214,57594,52017
70,4.17,0.41,0:01.86,2568,161973,73002,63765
60,4.18,0.47,0:01.89,4632,169219,75580,72836
50,4.65,0.78,0:02.15,26891,209361,107017,101461
40,5.17,2.18,0:02.82,7038,1011915,503441,489079
30,5.46,2.94,0:03.22,8275,1338491,686819,733527
20,5.34,3.03,0:03.25,458,1377262,706920,767791
10,5.62,3.21,0:03.42,138,1384824,710059,775439
5,5.85,3.69,0:03.92,4452,1389762,717191,782912
