RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.70,0.73,0:03.46,621,526793,88683,42155
90,2.64,13.78,0:18.14,125567,923217,3393181,3336605
80,2.54,14.39,0:18.63,125998,922794,3402088,3365093
70,2.59,15.57,0:19.81,126156,922639,4049874,3372895
60,2.55,16.25,0:20.46,125713,923090,4690986,3361797
50,2.55,17.58,0:21.77,125265,923537,5080346,3386471
40,2.68,17.78,0:22.10,125881,922929,5403169,3384428
30,2.69,17.69,0:22.12,124147,924661,5579643,3366513
20,2.72,18.43,0:22.89,126928,921883,5978074,3392757
10,2.88,152.59,2:36.00,137787,911045,5656818,3112045
5,3.10,31.83,0:35.12,412093,636728,5154547,3273878
