RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.51,0.11,0:03.63,0,100590,0,0
90,3.61,0.21,0:03.85,964,140718,44415,42383
80,3.53,0.34,0:03.90,4159,153394,60451,55226
70,3.55,0.35,0:03.94,4197,162760,74006,66149
60,3.59,0.38,0:04.00,6340,171659,77583,75340
50,3.55,0.69,0:04.27,25997,202287,102606,100459
40,3.85,1.86,0:05.82,15230,1106035,555086,586547
30,3.89,2.23,0:06.30,3031,1378894,708620,763102
20,3.97,2.09,0:06.25,32,1382707,709361,776527
10,4.07,2.09,0:06.32,1935,1388190,713068,778587
5,4.11,3.60,0:07.87,76319,1818543,822631,1235358
