RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,6.40,0.33,0:06.73,11,101175,0,61
90,6.78,0.38,0:07.16,1279,149636,0,41602
80,6.45,0.43,0:06.88,1164,160971,0,49649
70,6.45,0.46,0:06.92,648,166007,0,58861
60,6.91,0.36,0:07.28,393,169642,0,65543
50,6.72,0.52,0:07.25,5642,264103,0,75009
40,7.64,1.65,0:09.30,2847,1039394,0,444701
30,7.44,1.95,0:09.39,42,1103165,0,577040
20,7.50,1.88,0:09.38,32,1104054,0,584375
10,7.94,2.34,0:10.29,35946,1152505,0,621094
5,8.04,2.89,0:10.93,13285,1676639,0,1078440
