RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,262661,18
90,909851,61007
80,1119954,101486
70,1504050,142027
60,1631735,160339
50,1819408,191536
40,2032867,248802
30,2324735,325291
20,3056105,492797
10,3743580,698897
5,4392479,892917
