RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.22,2.91,0:05.14,218916,567649,283400,235852
90,2.29,1.21,0:03.78,35,786530,342451,261970
80,2.34,1.25,0:03.88,8,786560,401962,282743
70,2.38,1.26,0:03.93,12,786560,456399,283546
60,2.53,1.77,0:04.80,2303,996155,564601,504276
50,2.58,1.84,0:04.95,204,1048524,565436,553287
40,2.49,1.96,0:04.94,62,1048662,565522,558339
30,2.66,1.80,0:04.90,19,1048709,565595,562799
20,2.70,1.81,0:04.92,19,1048709,565601,562909
10,2.68,1.85,0:04.91,20,1048708,565591,563006
5,2.72,1.85,0:04.91,19,1048709,565595,563057
