RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.67,0.92,0:03.61,3172,524979,22596,10056
90,2.77,5.26,0:16.48,11,1011476,3393557,3355466
80,2.84,5.52,0:16.72,19,1013756,3439755,3362246
70,2.86,6.41,0:16.76,15,1009727,4345554,3524863
60,2.85,7.63,0:18.81,16,1009882,4764489,3365385
50,2.74,8.80,0:19.83,15,1008859,5145315,3383009
40,2.89,9.05,0:19.84,15,1004570,5431868,3391918
30,2.80,9.11,0:20.37,15,1005560,5695761,3619172
20,2.74,49.33,0:52.93,16,599328,5905469,3125590
10,3.18,28.12,0:34.47,15,648344,4497114,1723631
5,3.14,18.67,0:26.16,19,938145,4243757,2551396
