RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.97,0.17,0:06.15,0,105103,0,0
90,6.05,0.25,0:06.30,6162,123215,40277,24470
80,6.03,0.32,0:06.36,4683,126772,70275,54158
70,6.00,0.38,0:06.38,4465,112866,70409,68311
60,6.03,0.41,0:06.44,3487,108628,70497,73839
50,6.18,0.35,0:06.53,3538,135683,84341,74294
40,6.31,1.17,0:07.49,39620,433923,331046,191919
30,6.72,1.63,0:08.36,4918,650569,631554,672301
20,6.65,1.78,0:08.44,7168,655722,650957,701380
10,7.18,4.42,0:11.61,154155,1200592,1208690,1404789
5,7.22,3.28,0:10.51,3776,1201971,1209882,1527388
