RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.82,0.14,0:03.96,0,104760,0,0
90,3.81,0.33,0:04.14,14392,111947,26248,16774
80,3.79,0.72,0:04.52,51365,116207,77651,56993
70,3.76,0.85,0:04.62,67373,117786,78607,75218
60,3.73,0.93,0:04.66,75830,118461,82041,83222
50,3.86,0.98,0:04.86,88461,158942,110462,106420
40,4.16,1.97,0:06.33,126805,569175,347662,324493
30,4.27,3.78,0:08.52,222047,1071980,656211,712351
20,4.26,4.04,0:08.81,229929,1111214,687675,761206
10,4.72,7.93,0:14.07,459367,2149211,1267978,1502764
5,4.57,8.17,0:14.12,453815,2211849,1283018,1629908
