RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,105013,0
90,126882,14410
80,168163,51378
70,186060,67386
60,194966,75843
50,251133,88480
40,765289,126839
30,1471785,222065
20,1526854,229953
10,3018116,459381
5,3089450,453824
