RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.11,3.04,0:05.16,216917,569648,283297,233725
90,2.25,1.26,0:03.78,21,786544,342186,262542
80,2.27,1.32,0:03.89,8,786557,401620,282743
70,2.44,1.23,0:03.95,12,786560,456724,283545
60,2.54,1.78,0:04.82,1750,996119,564594,503979
50,2.64,1.79,0:04.95,183,1048545,565423,552759
40,2.62,1.83,0:04.93,61,1048661,565519,558374
30,2.71,1.77,0:04.91,20,1048708,565592,562793
20,2.80,1.74,0:04.93,17,1048708,565583,562893
10,2.76,1.78,0:04.91,20,1048708,565594,563005
5,2.88,1.67,0:04.90,20,1048708,565592,563056
