RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.07,3.07,0:05.15,219036,567529,283214,235968
90,2.25,1.24,0:03.78,47,786518,342307,262508
80,2.40,1.18,0:03.87,8,786557,401370,282728
70,2.42,1.22,0:03.94,12,786560,456613,283535
60,2.56,1.74,0:04.80,2352,996266,564591,504085
50,2.55,1.87,0:04.95,185,1048543,565427,553109
40,2.56,1.90,0:04.93,85,1048640,565514,558315
30,2.62,1.85,0:04.91,14,1048714,565591,562796
20,2.56,1.95,0:04.92,19,1048709,565592,562902
10,2.85,1.70,0:04.91,20,1048708,565584,562997
5,2.66,1.90,0:04.91,19,1048709,565594,563061
