RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,6.26,0.35,0:06.62,3,101183,0,62
90,6.83,0.60,0:07.44,41166,111740,0,42090
80,6.64,0.78,0:07.43,49163,113562,0,50177
70,6.55,0.76,0:07.32,57882,113436,0,59086
60,7.08,0.77,0:07.86,63717,122245,0,66116
50,6.77,0.98,0:07.76,73145,230013,0,83008
40,7.57,2.41,0:10.03,202884,851499,0,512008
30,7.50,2.73,0:10.29,222541,881254,0,580478
20,7.61,2.67,0:10.32,221190,882948,0,586201
10,7.70,2.96,0:10.76,249510,981109,0,663598
5,7.95,5.15,0:13.26,397614,1302209,0,1107311
