RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.17,1.76,0:05.93,0,1445976,0,0
90,4.13,1.99,0:06.13,3225,1448647,113940,5134
80,4.26,2.02,0:06.29,3225,1448643,225649,6751
70,4.28,3.69,0:08.03,58756,1545862,489779,153039
60,4.47,7.07,0:11.78,187321,1903936,997020,530763
50,4.62,10.01,0:15.09,252641,2485910,1408651,1207518
40,5.07,23.21,0:31.03,427048,6117914,4522932,4509208
30,5.26,25.46,0:34.23,287605,7525287,5046316,7166916
20,4.92,26.38,0:35.29,130039,8461569,5294525,8684686
10,5.32,27.67,0:37.51,20838,9691867,5322954,10341425
5,4.82,30.00,0:39.29,72686,9875331,5331352,10832353
