RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.28,0.17,0:04.46,0,104849,0,0
90,4.37,0.47,0:04.86,5070,110316,159638,83376
80,4.43,0.66,0:05.10,3848,110197,301412,265871
70,4.48,0.78,0:05.30,4747,110974,373788,350443
60,4.70,0.78,0:05.52,3896,111739,379298,381114
50,4.89,0.90,0:05.84,16480,129477,441594,421897
40,5.03,2.43,0:07.56,58160,258940,1094635,1039783
30,5.51,4.19,0:12.08,6231,1066578,2997059,3157239
20,5.53,4.64,0:12.97,6358,1109502,3181687,3370376
10,5.61,11.31,0:26.55,33451,2219860,6187095,7436155
5,6.08,7.75,0:25.60,4050,2527158,5783246,7422809
