RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.81,0.26,0:02.45,0,192887,0,0
90,7.32,0.36,0:02.37,15,194956,12954,194
80,7.76,0.40,0:02.58,14,194033,27970,278
70,7.49,0.99,0:02.60,40581,184887,60326,41473
60,7.73,1.44,0:02.92,62449,226537,99706,85180
50,8.04,1.57,0:03.04,71946,200885,93842,83681
40,8.43,1.58,0:03.24,90384,223106,125630,122159
30,9.39,5.17,0:04.58,191867,773517,462444,500726
20,9.62,6.65,0:05.10,225378,954744,570337,639224
10,9.26,7.31,0:05.15,248482,1010221,592090,682596
5,10.07,8.30,0:05.74,359892,1208036,613277,828958
