RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,6.97,0.23,0:02.74,0,101049,0,0
90,7.49,0.56,0:03.04,66,152207,0,41254
80,7.56,0.56,0:03.08,50,164157,0,49249
70,7.32,0.50,0:02.98,187,169958,0,59210
60,7.79,0.61,0:03.18,586,195382,0,66268
50,7.75,0.79,0:03.23,923,282061,0,78803
40,9.01,2.18,0:04.12,2386,1000668,0,419280
30,9.17,2.38,0:04.27,203,1081358,0,558386
20,8.62,2.99,0:04.31,119,1101165,0,579964
10,9.26,2.43,0:04.36,3409,1108493,0,589690
5,10.72,3.82,0:05.36,18075,1174045,0,600130
