RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,6.57,0.83,0:07.42,84,677988,1668,1103
90,6.50,0.97,0:07.49,1631,687767,72481,24901
80,6.52,1.00,0:07.55,1659,687742,151619,24277
70,6.63,1.23,0:07.89,5728,694460,293107,52707
60,6.66,2.12,0:08.81,39589,720263,486686,183193
50,6.73,3.03,0:09.86,76293,767576,693020,346347
40,6.80,3.86,0:10.82,104373,875387,889608,631878
30,6.91,5.26,0:12.52,182097,984263,1121253,1021819
20,7.07,6.13,0:13.69,232500,1001950,1319932,1226538
10,7.41,6.78,0:14.77,274100,1096930,1417239,1576631
5,8.14,6.03,0:14.81,189045,1253678,1549549,1683284
