RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.82,0.11,0:02.17,0,100521,0,0
90,3.99,0.24,0:02.34,1016,140780,44629,41692
80,4.13,0.36,0:02.50,3196,153496,59606,53927
70,3.99,0.39,0:02.44,3720,162494,73642,64911
60,3.95,0.44,0:02.46,5054,171898,77183,73977
50,4.40,0.70,0:02.81,33580,216173,114293,108887
40,4.85,1.84,0:03.62,8182,1081225,537895,518061
30,5.05,2.25,0:03.98,4540,1350251,692146,741801
20,4.87,2.49,0:04.03,355,1380582,707364,773181
10,5.05,2.61,0:04.18,100,1382657,709344,776568
5,5.80,2.67,0:04.58,4779,1386954,715695,782401
