RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.19,2.02,0:04.21,53834,732732,283987,61081
90,2.30,1.74,0:04.12,7,786559,391858,282543
80,2.28,1.80,0:04.15,7,786559,441135,283255
70,2.36,1.65,0:04.09,12,786561,494841,283975
60,2.31,2.62,0:05.18,294,995568,564521,499852
50,2.48,2.62,0:05.40,233,1048494,565380,550103
40,2.45,2.29,0:05.06,17,1048712,565594,562700
30,2.54,2.14,0:05.00,17,1048710,565594,562791
20,2.45,2.08,0:04.86,17,1048711,565593,562851
10,2.52,1.91,0:04.76,17,1048710,565591,562943
5,2.49,1.91,0:04.72,17,1048709,565593,562970
