RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.17,4.24,0:06.55,120919,927867,564695,509904
90,2.18,5.19,0:07.46,184203,864589,564703,510446
80,2.14,4.52,0:06.77,137990,910806,565617,563135
70,2.09,4.39,0:06.56,133432,915364,565613,563155
60,2.30,4.22,0:06.60,136120,912679,565606,563153
50,2.30,4.20,0:06.59,139452,909352,565623,563193
40,2.38,4.00,0:06.46,136011,912795,565619,563147
30,2.44,3.92,0:06.41,138271,910537,565618,563178
20,2.47,3.77,0:06.28,132304,916507,565618,563148
10,2.49,3.74,0:06.25,134801,914016,565621,563142
5,2.45,3.75,0:06.23,132080,916735,565620,563145
