RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2,PREFETCH_TIME,SWAP_CACHE_READ_TIME,BUMP_NEXT_FETCH_TIME
100,1,104776,99128.56,18976.73,,,,,,,10961.03,,,,104776,20434.96,3436.510,,,
90,1,116558,183201.6,832172.9,6035,59431.29,3029.986,1,21361.31,0.000,24952.04,9031,1559.334,1653.119,116558,35232.64,297870.0,,,
80,1,112512,205462.2,806151.5,4142,34868.18,645.548,1,21579.14,0.000,73237.09,4910,487.880,186.552,112512,83693.54,677996.2,,,
70,1,113250,238572.1,2425346,4883,45887.78,2308.043,3,50025.37,1533103,92219.71,5719,206.075,0.041,113250,102482.5,2009505,,,
60,1,114047,241150.2,1122702,4156,38229.91,57165.44,3,50877.93,14702019,96287.02,5572,2605.658,3064.004,114047,107394.0,876167.9,,,
50,1,142041,363241.7,1286908,15811,127356.8,29234.46,3,40378.85,28593493,105710.1,19623,3812.767,2620.527,142041,118917.2,999170.5,,,
40,1,350373,1109291,6901843,70412,619696.3,435186.4,3,49682.30,728669.4,208604.4,95014,13346.64,47007.16,350373,243324.9,3883401,,,
30,1,642620,1343091,4276248,8898,123150.2,19287.12,3,43284.90,5750941,771193.9,23464,10852.89,25308.51,642620,838278.6,1762098,,,
20,1,673515,1440370,15146878,7156,109441.5,6610.270,3,53980.50,8855221,823132.5,44951,39310.63,44456.60,673515,892582.5,61411515,,,
10,1,1261292,2795760,5200241,6493,95577.37,4841.523,5,47312.89,4158462,1766482,89656,65442.37,127061.5,1261292,1899409,44998938,,,
5,1,1252891,2771622,13154268,3995,38697.15,1070.197,15,48165.12,809495.6,1827583,79750,51174.26,32630.43,1252891,1959548,941307.2,,,
