RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.19,0.15,0:04.35,0,104858,0,0
90,4.27,0.35,0:04.63,15157,112658,109029,57777
80,4.30,1.07,0:05.38,51894,116639,309933,216596
70,4.31,1.54,0:05.87,71459,121426,324085,306620
60,4.37,1.63,0:06.01,76551,120340,332900,327781
50,4.53,1.74,0:06.28,84505,145043,424888,400696
40,4.96,3.58,0:08.86,128716,472488,998973,1016372
30,5.12,8.71,0:15.44,206809,1082290,2505863,2732674
20,5.17,9.26,0:16.16,213997,1114730,2605053,2923400
10,5.43,20.74,0:30.27,480197,2147758,4926401,6004609
5,5.51,19.96,0:29.96,458906,2206881,4741374,6198328
