RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2
100,0,99742,70849.78,5467.451,,,,,,,,,,,99742,2871.756,48.853
100,1,1311,1203.174,0.540,,,,,,,,,,,1311,41.206,0.000
100,2,1326,1862.833,2.453,,,,,,,,,,,1326,48.272,0.000
100,3,1224,1686.320,2.377,,,,,,,,,,,1224,42.991,0.000
100,4,593,784.290,1.780,,,,,,,,,,,593,22.046,0.000
90,0,125628,213064.3,43865.13,16486,118856.6,746.992,2,16509.83,1765613,,26189,928.037,13.063,125628,3776.203,25.309
90,1,31279,190585.0,3604.615,23553,163788.0,2269.638,,,,,28676,1089.984,13.238,31279,1088.547,4.939
90,2,132,206.455,2.191,1,9.176,0.000,,,,,9,0.370,0.000,132,6.133,0.000
90,3,2505,3216.449,21.405,,,,,,,,,,,2505,109.590,0.001
90,4,1689,2499.629,1.211,,,,,,,,,,,1689,63.552,0.000
80,0,126431,239060.9,51153.52,19768,141964.3,729.713,4,33808.51,610954.3,,26849,915.311,2.237,126431,3916.864,49.643
80,1,32882,212186.7,6838.858,26298,183962.3,119766.4,1,8790.024,0.000,,31809,1700.414,88.500,32882,1082.789,2.612
80,2,985,1548.864,46.680,4,28.515,1.110,,,,,24,5.931,1.038,985,35.143,0.000
80,3,1457,1963.501,2.701,,,,,,,,,,,1457,58.365,0.029
80,4,1608,2077.324,1.394,,,,,,,,,,,1608,57.822,0.000
70,0,129567,290234.3,64588.54,27066,190378.5,2488.188,6,44254.67,4222574,,30110,1087.102,99.972,129567,4073.079,132.824
70,1,46126,240569.4,24043.12,29759,204720.9,8458.952,1,8278.540,0.000,,39704,1990.010,3027.568,46126,1543.236,33.892
70,2,699,975.081,3.529,5,34.114,1.211,,,,,14,16.846,18.972,699,24.073,0.000
70,3,1683,2388.772,2.525,,,,,,,,,,,1683,63.357,0.000
70,4,1356,1767.853,1.810,,,,,,,,,,,1356,48.540,0.000
60,0,131122,320174.8,2218232,29776,211480.8,3882.981,6,34486.27,1026359,,31169,1204.705,138.744,131122,4302.733,2059.944
60,1,48919,260768.0,58345.70,31980,221090.4,16233.83,,,,,42612,2889.113,164.825,48919,1626.236,39.401
60,2,386,522.351,1.393,1,7.829,0.000,,,,,10,0.398,0.000,386,14.674,0.000
60,3,400,435.646,1.925,,,,,,,,,,,400,17.970,0.000
60,4,677,919.570,0.920,,,,,,,,,,,677,25.373,0.000
50,0,134466,324004.7,57011.06,30521,210716.2,1439.072,4,19913.19,2453894,,32959,1363.373,33.929,134466,4294.705,39.950
50,1,97517,322923.3,341965.6,37494,255879.6,4212.182,,,,,67692,3686.909,616.338,97517,3077.357,383.158
50,2,792,1205.779,3.381,6,42.875,2.303,,,,,18,5.368,1.150,792,31.434,0.000
50,3,1302,1760.257,1.061,,,,,,,,,,,1302,61.521,0.076
50,4,820,1130.947,1.294,,,,,,,,,,,820,29.825,0.000
40,0,650784,1124143,3628133,77365,578583.9,15329.36,6,33947.58,4068379,,318944,59752.56,56416.84,650784,21092.13,2581.273
40,1,550799,1161128,870723.4,92570,678227.9,97119.10,1,9914.357,0.000,,322354,77622.52,67795.46,550799,18400.40,6972.864
40,2,1582,3028.546,8.035,3,26.924,23.187,,,,,21,10.338,4.182,1582,84.956,0.158
40,3,1861,2429.536,3.528,,,,,,,,,,,1861,86.438,0.131
40,4,1412,1994.518,1.936,2,30.869,37.074,,,,,3,0.083,0.000,1412,53.783,0.000
30,0,746305,1551948,1816803,117080,871646.8,42112.53,5,27559.64,3145674,,386343,87055.27,198656.1,746305,24762.76,1086.243
30,1,597695,1528350,9386396,125051,935777.0,38450.06,,,,,358935,122830.7,145846.1,597695,20010.70,4746.749
30,2,1679,4296.687,12.091,1,13.259,0.000,,,,,10,0.364,0.000,1679,83.254,0.060
30,3,1338,1856.061,2.164,,,,,,,,,,,1338,49.731,0.000
30,4,3089,4230.781,22.743,,,,,,,,,,,3089,113.563,0.001
20,0,751916,1864708,24999449,140721,1056096,65546.95,4,23156.03,17984.71,,401392,157548.9,290627.6,751916,25295.15,14265.82
20,1,630101,1624035,1441797,119836,913644.1,55585.56,,,,,378469,162584.7,620968.5,630101,20738.29,767.153
20,2,1621,3542.210,8.455,3,37.890,126.230,,,,,16,5.002,1.167,1621,85.260,0.253
20,3,1955,2656.997,1.527,11,74.445,2.663,,,,,25,1.039,0.000,1955,73.019,0.000
20,4,3004,4227.936,46.448,,,,,,,,,,,3004,129.067,1.604
10,0,754738,1837378,107641454,143615,1062652,247130.5,6,39276.96,2803095,,402715,143051.7,440574.4,754738,24733.55,69895.29
10,1,631605,1580661,1596186,119487,906606.6,243869.6,1,9799.949,0.000,,377889,143885.4,638973.4,631605,20721.48,830.163
10,2,618,883.435,5.817,4,31.070,6.159,,,,,26,9.026,2.473,618,25.541,0.008
10,3,335,464.417,1.596,5,38.998,5.878,,,,,13,0.433,0.000,335,12.958,0.000
10,4,173,216.713,0.323,,,,,,,,,,,173,6.509,0.000
5,0,760577,1905459,22285024,146899,1088644,118703.2,7,28809.28,68177.67,,409626,166995.6,458621.5,760577,25502.67,16462.82
5,1,639270,1691353,1676641,123979,945500.0,34014.88,,,,,390826,187934.8,314766.9,639270,21349.78,636.981
5,2,1869,3791.100,6.319,2,13.987,1.547,,,,,9,0.348,0.000,1869,88.796,0.037
5,3,1750,2255.200,1.377,,,,,,,,,,,1750,64.960,0.000
5,4,2017,2608.864,1.154,,,,,,,,,,,2017,74.681,0.000
