RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.77,0.13,0:02.14,0,100521,0,0
90,4.06,0.43,0:02.45,40039,116499,62639,44348
80,3.89,0.57,0:02.44,46066,113015,69641,51227
70,4.00,0.61,0:02.52,56825,118346,75950,63320
60,4.07,0.65,0:02.59,61756,118010,76826,69757
50,4.12,0.74,0:02.66,68015,163491,103354,75263
40,4.94,2.54,0:04.01,169935,1031367,605247,504505
30,4.85,3.45,0:04.49,242131,1101477,688315,756561
20,4.64,3.71,0:04.60,260557,1121148,708474,792066
10,4.65,3.82,0:04.66,263102,1122637,711083,798531
5,5.59,3.69,0:05.09,270878,1128517,723112,796867
