RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.90,0.09,0:03.99,0,104761,0,0
90,3.92,0.31,0:04.23,22388,122556,41070,25673
80,3.82,0.56,0:04.38,50528,127643,74183,55853
70,3.70,0.69,0:04.39,64753,118997,76531,70987
60,3.63,0.80,0:04.43,72238,147750,95587,79384
50,3.72,0.91,0:04.65,76555,250730,152719,93784
40,4.01,1.76,0:05.81,129281,705601,412579,261581
30,4.18,2.99,0:07.24,220301,1093634,671327,724402
20,4.42,2.94,0:07.44,231707,1113779,690703,753444
10,4.45,5.99,0:10.68,446136,2190194,1273562,1245476
5,4.66,6.00,0:11.01,459660,2205803,1282935,1630968
