RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2
100,0,104759,76666.15,18020.00,,,,,,,,,,,104759,3051.092,79.706
100,1,790,1038.536,1.709,,,,,,,,,,,790,44.734,0.352
100,2,389,517.586,2.300,,,,,,,,,,,389,14.105,0.000
100,3,740,1031.838,2.744,,,,,,,,,,,740,27.163,0.000
100,4,542,719.108,1.259,,,,,,,,,,,542,18.674,0.000
90,0,144869,258047.4,97244.34,22388,149940.8,728.423,1,7413.557,0.000,,37681,1961.025,124.749,144869,4374.903,95.394
90,1,1890,2421.111,1.203,,,,,,,,,,,1890,80.003,0.119
90,2,1289,1960.150,5.481,6,48.417,13.767,,,,,9,0.392,0.000,1289,48.086,0.004
90,3,1774,2340.178,3.146,,,,,,,,,,,1774,76.459,0.127
90,4,1151,1559.637,2.430,,,,,,,,,,,1151,45.700,0.027
80,0,178171,469722.9,585909.2,50528,337681.6,6351.942,3,23824.29,487548.1,,70884,2950.127,607.662,178171,5538.196,279.514
80,1,1487,1881.649,2.551,,,,,,,,,,,1487,54.823,0.000
80,2,559,885.877,4.550,15,98.925,1.441,,,,,35,8.159,1.028,559,22.322,0.000
80,3,294,451.697,8.892,,,,,,,,,,,294,10.949,0.000
80,4,1787,2613.911,2.563,,,,,,,,,,,1787,61.397,0.000
70,0,183785,568272.0,367428.6,64753,431175.5,17900.54,5,36035.31,3297568,,74488,2882.062,89.824,183785,6056.659,333.388
70,1,1190,1633.322,3.011,,,,,,,,,,,1190,43.550,0.000
70,2,446,584.607,1.603,3,20.631,2.132,,,,,9,0.359,0.000,446,15.019,0.000
70,3,704,982.976,2.791,,,,,,,,,,,704,41.421,0.340
70,4,2288,3242.923,13.938,,,,,,,,,,,2288,95.289,0.700
60,0,219990,643399.4,145498.2,72238,479839.4,5326.462,7,28922.54,1970004,,92912,3603.499,124.814,219990,7165.078,163.276
60,1,989,1390.850,3.268,,,,,,,,,,,989,54.171,0.288
60,2,1143,1497.920,2.211,6,38.204,0.655,,,,,28,6.043,0.884,1143,40.513,0.001
60,3,1275,1794.601,2.416,,,,,,,,,,,1275,48.192,0.000
60,4,3843,5045.626,69.073,,,,,,,,,,,3843,192.092,1.014
50,0,327347,747612.2,1935751,76556,514116.6,9731.395,3,17568.84,762729.7,,148009,13419.79,11402.53,327347,10195.54,1529.330
50,1,1826,2408.373,1.382,,,,,,,,,,,1826,63.137,0.000
50,2,1968,2611.313,2.185,1,10.147,0.000,,,,,10,0.398,0.000,1968,86.613,0.141
50,3,1491,2028.694,2.997,,,,,,,,,,,1491,53.114,0.000
50,4,1278,1739.325,2.409,3,23.899,7.029,,,,,7,0.218,0.000,1278,45.943,0.000
40,0,834807,1488655,13303982,129281,896818.9,64037.27,6,30069.68,174296.4,,431074,69718.54,123855.9,834807,26537.87,12218.52
40,1,1256,1754.891,2.542,,,,,,,,,,,1256,43.920,0.000
40,2,2232,3840.133,28.596,,,,,,,,10,0.404,0.000,2232,99.839,0.924
40,3,2149,2899.046,30.606,,,,,,,,,,,2149,75.886,0.002
40,4,1875,2621.685,2.272,,,,,,,,,,,1875,66.868,0.000
30,0,1314156,2549318,6340988,220301,1539622,98169.33,5,26934.28,1470610,,731990,168643.6,183186.7,1314156,43084.95,8967.272
30,1,1200,1583.390,1.427,,,,,,,,,,,1200,43.741,0.000
30,2,317,393.725,3.167,2,14.369,2.026,,,,,9,0.344,0.000,317,10.908,0.000
30,3,2988,4577.225,68.434,,,,,,,,,,,2988,120.003,2.117
30,4,3201,4551.924,15.989,,,,,,,,,,,3201,114.349,0.001
20,0,1345487,2678210,19561105,231707,1624149,453862.7,5,25450.47,543853.0,,754299,178338.3,174130.5,1345487,44268.11,31997.80
20,1,1426,2026.304,2.663,,,,,,,,,,,1426,52.371,0.000
20,2,339,520.372,6.482,3,20.678,1.448,,,,,10,0.392,0.000,339,13.097,0.003
20,3,140,186.562,0.486,,,,,,,,,,,140,5.387,0.000
20,4,3443,5251.173,7.364,,,,,,,,,,,3443,121.213,0.000
10,0,2636331,5286442,6603342,446136,3124715,390486.0,4,21206.59,190800.8,,1618661,511361.9,1430681,2636331,86207.79,34926.90
10,1,3716,4792.683,32.608,2,16.468,7.801,,,,,9,0.376,0.000,3716,149.378,1.129
10,2,2448,4324.928,17.474,2,14.792,2.728,,,,,10,0.398,0.000,2448,92.383,0.017
10,3,2727,3592.313,4.028,6,57.831,32.917,,,,,25,0.851,0.000,2727,99.869,0.000
10,4,1518,2028.562,1.839,,,,,,,,,,,1518,56.097,0.000
5,0,2665464,5643330,495041.7,459660,3237869,7134835,6,25184.04,69963.17,,1672331,670521.8,1478199,2665464,86378.04,106840.0
5,1,617,761.418,0.832,,,,,,,,,,,617,24.199,0.000
5,2,654,1162.277,6.795,2,17.362,0.006,,,,,10,0.451,0.000,654,44.493,0.389
5,3,3762,4927.908,22.955,,,,,,,,,,,3762,133.505,0.001
5,4,4807,6351.421,29.596,,,,,,,,,,,4807,201.194,1.367
