RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.16,0.22,0:03.95,0,101094,0,0
90,7.05,0.68,0:04.13,40702,112450,60313,41480
80,6.91,0.73,0:04.11,49412,124755,70816,50302
70,7.08,0.67,0:04.17,57603,109113,66857,58584
60,7.56,0.76,0:04.45,65042,158341,93485,66633
50,7.28,0.92,0:04.39,73359,236793,138820,89379
40,8.29,2.51,0:05.73,171199,751812,435650,461384
30,8.40,2.89,0:06.05,207702,871582,523663,575389
20,8.15,3.28,0:06.15,223723,879907,534666,598859
10,8.65,3.24,0:06.40,235664,869958,536655,602698
5,9.16,3.55,0:06.82,245093,905786,559930,618676
