RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,0,99619,63435.94,2786.320,,,,,,,
100,1,1239,1045.940,0.718,,,,,,,
100,2,723,850.672,1.906,,,,,,,
100,3,1220,1489.255,1.574,,,,,,,
100,4,558,598.996,2.717,,,,,,,
90,0,122838,395466.1,866508.1,17560,317253.6,4645.153,1,28778.36,0.000,
90,1,27246,450557.2,16291.44,24276,433744.6,34853.05,,,,
90,2,726,994.137,2.563,,,,,,,
90,3,1228,1430.288,1.567,,,,,,,
90,4,1100,1426.418,2.574,,,,,,,
80,0,127601,449850.0,195085.6,21589,368198.6,7504.955,3,88914.05,8228966,
80,1,32071,460529.9,35410.75,26355,441786.0,7776.146,,,,
80,2,292,507.315,3.059,,,,,,,
80,3,282,352.792,1.964,,,,,,,
80,4,1699,2344.118,1.924,,,,,,,
70,0,130345,503547.6,253064.5,26315,420291.4,16696.34,5,161962.4,72389677,
70,1,53752,546387.4,72460.00,33079,518564.5,7997.628,,,,
70,2,361,513.228,0.560,,,,,,,
70,3,2814,3494.116,21.221,,,,,,,
70,4,2370,3238.977,10.761,,,,,,,
60,0,130540,544057.6,338505.0,28954,457518.2,21460.11,6,130187.7,66010370,
60,1,38894,539218.6,82678.61,33117,512892.6,15158.37,,,,
60,2,380,608.167,3.339,,,,,,,
60,3,1751,2127.391,2.301,,,,,,,
60,4,1261,1594.903,2.099,,,,,,,
50,0,143599,567090.1,2409048,30037,472465.4,68420.80,7,150642.1,56268549,
50,1,95868,638940.4,165598.6,37362,577631.1,1473701,,,,
50,2,278,471.076,1.500,,,,,,,
50,3,1650,2037.727,1.592,,,,,,,
50,4,2007,2531.545,1.990,,,,,,,
40,0,635536,1928115,830090.9,70235,1425793,149754.5,6,156787.7,99131340,
40,1,531162,2084072,41389830,84108,1643840,1756746,,,,
40,2,717,1176.615,1.622,,,,,,,
40,3,4437,6287.089,15.362,,,,,,,
40,4,3199,4254.560,14.576,,,,,,,
30,0,706143,3276103,141092677,122658,2408295,250465.5,5,97533.80,10285392,
30,1,588242,2934058,1912800,107717,2152620,362960.7,,,,
30,2,1206,1680.548,1.756,,,,,,,
30,3,5490,6872.942,2429.863,,,,,,,
30,4,3230,4039.601,10.565,,,,,,,
20,0,751185,3611964,3063854,137020,2655498,1149063,6,91482.98,5549219,
20,1,630096,3170135,5477976,114035,2297449,281186.3,,,,
20,2,1547,1987.075,1.494,,,,,,,
20,3,5773,7588.997,22.644,,,,,,,
20,4,3529,4308.569,6.058,,,,,,,
10,0,752943,3775907,1129466,143166,2715652,1601344,5,96400.62,470326.3,
10,1,630085,3428505,11517243,124389,2444428,505717.9,,,,
10,2,488,857.022,2.537,,,,,,,
10,3,1595,2244.207,27.328,,,,,,,
10,4,488,625.492,1.360,,,,,,,
5,0,760131,3859650,7608119,146016,2749099,4209681,7,101697.6,747612.6,
5,1,640570,3527775,14527966,126090,2463555,351364.0,,,,
5,2,279,652.903,2.991,,,,,,,
5,3,5992,8003.267,48.395,7,129.547,17.110,,,,
5,4,3605,4372.083,222.482,,,,,,,
