RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.74,0.10,0:02.11,0,100521,-16987832,0
90,3.88,1.02,0:02.66,41836,108016,-16987832,45980
80,3.97,1.06,0:02.75,47944,111200,-17048197,53360
70,4.06,1.24,0:02.92,59382,124507,-17118326,64754
60,4.00,1.27,0:02.89,62067,107105,-17198545,68768
50,4.24,1.37,0:03.08,67399,171595,-17269885,86613
40,4.91,4.50,0:05.08,154342,1011856,-17377330,373834
30,5.03,6.11,0:06.23,230375,1063774,-17967519,732284
20,4.69,6.46,0:06.33,251040,1129630,-18631486,794920
10,4.86,6.70,0:06.66,267555,1114783,-19339182,798628
5,5.27,6.90,0:07.01,272106,1128359,-20048658,800838
