RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.96,0.10,0:01.61,0,100476,0,0
90,4.12,0.31,0:01.78,1294,140382,44526,41850
80,4.21,0.31,0:01.83,1907,151012,57514,51939
70,4.16,0.42,0:01.86,2927,162245,73444,64271
60,4.20,0.40,0:01.87,3365,168004,74165,71528
50,4.57,0.61,0:02.06,17472,208079,100555,92494
40,5.38,1.96,0:02.82,17203,910336,456964,436148
30,5.29,3.18,0:03.25,10089,1334848,685910,734352
20,5.37,3.02,0:03.26,286,1375088,705686,767595
10,5.60,3.07,0:03.37,123,1382579,709328,774880
5,5.75,3.88,0:03.96,4814,1391065,718913,784759
