RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2
100,0,99542,82255.99,122852.2,,,,,,,6397.717,,,,99542,14311.43,20118.28
100,1,1112,2141.822,359.829,,,,,,,1065.319,,,,1112,1169.576,358.423
100,2,192,286.700,1.866,,,,,,,,,,,192,8.893,0.000
100,3,196,263.233,2.838,,,,,,,,,,,196,6.853,0.000
100,4,437,561.408,1.101,,,,,,,,,,,437,16.055,0.000
90,0,123674,132072.4,234896.4,118,868.094,10.734,2,15597.82,853374.4,28280.47,24245,921.280,8.600,123674,38682.74,210055.1
90,1,27323,56679.17,12603.76,,,,,,,25245.91,26339,1049.756,69.869,27323,28080.09,12200.99
90,2,381,576.270,3.270,,,,,,,,,,,381,17.473,0.000
90,3,366,491.222,0.497,,,,,,,,,,,366,14.261,0.000
90,4,2291,2670.138,34.192,,,,,,,,,,,2291,142.092,1.911
80,0,128004,138896.4,52855.80,100,714.859,5.462,4,30856.20,381973.6,31390.70,28487,1111.630,38.906,128004,42333.94,49801.86
80,1,34493,64528.37,2304266,1,13.274,0.000,,,,28885.23,33218,1248.346,24.873,34493,32098.03,2238932
80,2,452,804.044,5.410,21,144.856,10.400,,,,,29,1.105,0.000,452,18.030,0.000
80,3,376,514.089,0.653,,,,,,,,,,,376,14.321,0.000
80,4,586,600.202,1.319,,,,,,,,,,,586,21.969,0.000
70,0,129554,149134.5,67162.18,74,539.734,4.695,6,43906.56,4113422,35432.61,30056,1582.472,288.115,129554,46584.05,59139.07
70,1,36158,68982.94,40934.95,9,62.132,2.564,1,8969.309,0.000,30610.43,34703,1220.528,12.528,36158,34103.95,39806.08
70,2,1056,1365.086,0.544,,,,,,,,,,,1056,41.613,0.000
70,3,1037,1371.046,1.129,,,,,,,,,,,1037,40.209,0.000
70,4,995,1290.293,1.600,,,,,,,,,,,995,35.832,0.000
60,0,130424,153329.3,116155.0,110,771.728,2.424,5,39135.11,6357486,36827.00,30844,1432.398,112.923,130424,48221.35,103826.8
60,1,37962,72294.28,33160.81,16,130.842,7.670,1,12186.44,0.000,32609.87,36881,1565.959,596.621,37962,36167.74,31358.17
60,2,736,1126.170,3.797,,,,,,,,,,,736,30.080,0.004
60,3,1116,1673.461,2.862,16,117.371,13.728,,,,,16,0.668,0.000,1116,58.263,0.234
60,4,644,904.994,1.325,,,,,,,,,,,644,25.132,0.000
50,0,154549,182247.0,350744.7,664,4774.976,4.821,4,26346.43,14473942,39961.35,42978,1665.350,1434.234,154549,53938.35,313522.4
50,1,65160,101624.9,62023.11,801,5718.304,5.449,1,11916.95,0.000,37250.68,51431,1751.326,18.948,65160,43279.48,58086.51
50,2,679,945.767,1.268,,,,,,,,,,,679,26.429,0.000
50,3,362,452.768,1.804,,,,,,,,,,,362,12.920,0.000
50,4,2208,2721.594,61.014,,,,,,,,,,,2208,105.960,1.032
40,0,644190,821519.8,18324412,5078,35595.48,32803.23,5,25647.97,463074.1,239145.0,304561,11043.57,822.533,644190,303727.2,16538721
40,1,533883,725948.8,1559732,5907,41593.32,402.476,1,8345.629,0.000,233978.2,298988,11057.13,1486.801,533883,286246.8,1406718
40,2,413,780.333,4.435,,,,,,,,,,,413,19.549,0.012
40,3,207,275.159,0.404,,,,,,,,,,,207,8.180,0.000
40,4,349,616.474,8.005,16,105.738,2.052,,,,,16,0.649,0.000,349,14.982,0.000
30,0,745469,1137774,10055484,270,2057.353,8.161,5,20874.80,2462651,412262.7,367487,13199.40,242.121,745469,485144.1,9639193
30,1,620220,992297.2,6535960,141,1080.376,6.146,,,,387237.6,345225,12446.12,653.042,620220,447795.9,6307508
30,2,1072,2146.814,6.881,,,,,,,,,,,1072,72.654,0.133
30,3,540,754.670,2.226,,,,,,,,,,,540,20.533,0.000
30,4,605,994.454,3.947,,,,,,,,,,,605,40.854,0.380
20,0,751978,1137544,5398123,113,861.362,6.696,4,25780.11,4396674,415581.9,373872,13484.00,8306.466,751978,489024.9,5174510
20,1,630088,999327.5,21352228,,,,1,9610.715,0.000,394884.8,350250,12413.39,746.518,630088,456416.7,20503909
20,2,188,234.599,0.350,,,,,,,,,,,188,7.381,0.000
20,3,2585,3953.887,5.847,,,,,,,,,,,2585,108.384,0.256
20,4,3415,4698.834,8.187,,,,,,,,,,,3415,125.869,0.000
10,0,753262,1225334,525185.1,101,744.756,4.224,5,33835.59,6087121,456531.2,374965,13831.37,36160.39,753262,529752.9,203159.1
10,1,630247,1083209,4350478,2,14.231,1.356,1,11446.38,0.000,433698.5,350290,12640.89,1865.403,630247,494626.5,4175397
10,2,1722,4417.241,12.509,16,125.947,28.761,,,,,16,0.605,0.000,1722,112.487,0.182
10,3,1462,1948.233,1.456,,,,,,,,,,,1462,53.325,0.000
10,4,2314,3004.819,5.847,,,,,,,,,,,2314,85.686,0.001
5,0,754504,1269813,384517.0,124,1019.836,13.968,7,28925.44,568747.5,487182.2,375870,13642.04,5133.386,754504,559590.9,114020.2
5,1,632620,1143225,6593307,97,803.099,10.723,1,5079.635,0.000,462176.3,352347,12745.85,765.811,632620,523418.3,6308074
5,2,913,2056.573,13.446,,,,,,,,,,,913,47.648,0.021
5,3,1142,1530.099,1.778,,,,,,,,,,,1142,42.630,0.000
5,4,1042,1274.098,1.448,,,,,,,,,,,1042,43.399,0.000
