RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,100815,0
90,151477,158
80,162612,146
70,165673,136
60,168636,173
50,219869,1520
40,1178446,11009
30,1365612,435
20,1382127,165
10,1383255,159
5,1387630,280
