RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.78,0.12,0:02.14,0,100521,0,0
90,3.88,0.27,0:02.29,118,150954,54894,43770
80,3.95,0.27,0:02.33,101,162093,68250,51103
70,3.95,0.29,0:02.34,83,165111,70694,63012
60,3.93,0.34,0:02.36,118,168049,70800,69223
50,4.04,0.40,0:02.45,1465,217992,96922,74929
40,4.73,1.92,0:03.56,10954,1166958,586608,393766
30,4.62,2.59,0:03.87,376,1364726,698333,749925
20,4.64,2.63,0:03.90,113,1381578,708186,774044
10,5.01,2.63,0:04.09,103,1382650,709335,777572
5,5.74,2.81,0:04.55,221,1386702,712144,777774
