RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,0,100624,74829.45,3973.078,,,,,,,6081.205
100,1,1117,1407.603,1.911,,,,,,,
100,2,273,445.240,0.576,,,,,,,
100,3,1203,1462.516,1.758,,,,,,,
100,4,1179,1177.758,2.138,,,,,,,
90,0,148241,230362.7,103167.0,3342,30519.02,139.890,2,59874.14,10869210,34840.61
90,1,1470,1917.811,2.640,8,57.100,1.695,,,,
90,2,888,1255.579,2.758,16,110.881,1.897,,,,
90,3,2244,2920.413,14.328,,,,,,,
90,4,1388,1850.403,2.945,,,,,,,
80,0,163186,255130.3,393318.7,2834,25028.44,57.591,4,113849.7,699896.8,41533.48
80,1,1414,1855.207,1.885,,,,,,,
80,2,467,771.680,2.697,,,,,,,
80,3,1667,2238.426,4.602,9,66.787,3.644,,,,
80,4,675,1053.387,4.889,23,153.515,0.416,,,,
70,0,165775,268550.6,162426.7,1836,14735.48,12.976,5,150947.8,40188246,46796.12
70,1,1577,1941.967,1.438,,,,,,,
70,2,214,386.885,0.650,,,,,,,
70,3,3433,4133.513,28.849,,,,,,,
70,4,2045,2728.746,1.673,,,,,,,
60,0,168616,282838.0,123571.9,915,10648.08,56.094,6,135763.6,44978787,52025.01
60,1,1429,1944.142,3.909,16,111.168,3.215,,,,
60,2,512,740.775,1.759,,,,,,,
60,3,895,972.772,0.612,,,,,,,
60,4,286,359.001,3.131,,,,,,,
50,0,197516,320423.0,397260.6,3229,25206.13,161.334,7,134313.4,22732353,56993.45
50,1,1121,1421.819,1.827,,,,,,,
50,2,316,496.770,2.295,,,,,,,
50,3,1750,2114.179,1.695,,,,,,,
50,4,882,1136.211,2.507,,,,,,,
40,0,1212240,1446189,10386398,16829,232882.3,6232.801,6,132189.5,68504503,290342.5
40,1,2180,2740.440,24.533,9,68.182,2.568,,,,
40,2,672,1040.097,2.812,,,,,,,
40,3,3154,4224.722,16.508,,,,,,,
40,4,1672,2220.962,2.779,,,,,,,
30,0,1381410,2120394,2058360,180,3371.856,140.493,5,98188.02,89023520,543876.4
30,1,1346,1686.130,2.585,,,,,,,
30,2,447,731.938,0.546,,,,,,,
30,3,2440,2862.871,23.227,,,,,,,
30,4,4890,5730.987,61.129,28,222.180,14.832,,,,
20,0,1382663,2150188,5931199,33,459.516,85.351,6,102372.6,40997808,539646.2
20,1,73,94.041,0.311,,,,,,,
20,2,1195,1570.808,1.435,,,,,,,
20,3,4406,5995.925,13.379,,,,,,,
20,4,3503,4464.764,8.581,,,,,,,
10,0,1483997,2679513,886233.5,48100,464236.0,43242.50,6,112273.2,376831.8,552850.0
10,1,2893,4089.994,5.385,16,136.980,15.668,,,,
10,2,1186,1887.285,4.693,9,85.200,29.014,,,,
10,3,5066,6927.442,12.378,,,,,,,
10,4,2847,3606.365,4.054,,,,,,,
5,0,1895202,3144549,2541755,46219,431782.6,72667.50,8,106615.7,4014291,786599.0
5,1,4804,5415.686,60.896,9,68.672,2.461,,,,
5,2,1077,1554.120,2.850,,,,,,,
5,3,4884,6987.157,24.210,,,,,,,
5,4,2382,2918.402,9.310,,,,,,,
