RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,6.99,1.18,0:08.18,94,678502,0,203
90,7.02,1.25,0:08.28,56,689446,0,12613
80,6.99,1.39,0:08.38,385,698695,0,13813
70,7.07,1.41,0:08.49,872,714663,0,23645
60,7.19,1.73,0:08.93,12491,765433,0,66432
50,7.26,2.00,0:09.29,5833,903180,0,121899
40,7.48,2.26,0:09.76,6834,1030371,0,271109
30,7.54,2.58,0:10.13,15846,1153506,0,441498
20,7.55,2.79,0:10.35,2245,1264022,0,540230
10,7.91,2.91,0:10.83,2100,1371858,0,686553
5,8.65,3.00,0:11.67,3324,1445865,0,757212
