RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.68,2.31,0:07.00,0,1445979,0,0
90,4.67,2.43,0:07.10,2170,1449705,197704,4722
80,4.62,2.56,0:07.19,2142,1454405,270689,5246
70,4.84,3.58,0:08.43,21625,1786565,565759,142606
60,5.06,5.65,0:10.73,173601,2235472,1029086,452669
50,5.28,10.86,0:16.28,784957,2436294,1541716,1149218
40,6.72,27.18,0:34.27,2223892,5153378,4376348,4165613
30,7.26,34.15,0:42.20,3048068,5776117,4757035,6747104
20,7.68,36.05,0:44.70,3141302,6809390,4945618,8339461
10,7.82,38.14,0:47.19,3300235,7875894,4996652,9905335
5,7.85,39.85,0:49.00,3506306,8217470,5002438,10501617
