RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,1446227,0
90,1452301,2187
80,1456962,2154
70,1808671,21640
60,2412362,173611
50,3248195,784969
40,7479143,2223906
30,9092987,3048080
20,10290032,3141323
10,11580068,3300244
5,12135489,3506310
